trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHT3,BRNHT3,BRNLEV3,PLTHT6,BRNHT6,BRNLEV6,PLTHT9,BRNHT9,BRNLEV9,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1337P0044_1419,TMS18F1337P0044,1419,17,,1,17,19,9,50,18.91,25.7,34.62,21.8,34.27,11.86,25.21,0.58,0.89,0.68,0.6,0,106.4,14.4,3,119,20.6,4,121,24,4,47.03,50.2,45.47,41.83,64.61,15.214,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0099_1420,TMS18F1338P0099,1420,17,,1,17,20,8,48,27.05,22.4,33.89,20.83,29.87,10.12,36.07,0.45,0.81,0.59,0.64,0,121,85,1,139,89,2,148,88,2,47.9,47.9,45.47,41.07,77.45,24.336,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348p0039_1421,TMS18F1348P0039,1421,17,,1,17,21,8,57,26.09,27.7,31.57,17.74,36.93,11.66,34.79,0.51,0.84,0.68,0.61,1,111,,,130,79,1,157,87,1,46.83,48.6,40.87,38.93,74.07,21.896,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0091_1422,TMS18F1350P0091,1422,17,,1,17,22,7,13,11.5,5.7,,,7.6,,15.33,0.33,0.86,0.52,0.6,1,86,32.4,2,100.6,35,2,105,29,3,39.2,43.57,37.47,43.7,78.04,21.774,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1107P0020_1423,TMS18F1107P0020,1423,17,,1,17,23,7,37,27.9,15.2,26.47,10.94,20.27,5.36,37.2,0.35,0.88,0.67,0.72,1,163,,,214,110,2,221,108,2,51.07,51.33,44.1,45.43,72.67,22.004,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0001_1424,TMS18F1371P0001,1424,17,,1,17,24,8,34,19.36,12.3,32.19,18.56,16.4,5.28,25.81,0.39,0.84,0.53,0.63,4,120,36,2,138,32.4,2,154,26,3,47.1,45.47,38.4,43.7,90.35,20.288,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1303P0027_1425,TMS18F1303P0027,1425,17,,1,17,25,6,33,46.91,24.9,32.19,18.56,33.2,10.69,62.55,0.35,0.89,0.66,0.66,0,138,60,2,156,53,3,167,55,3,47.67,47.2,45.77,42.97,87.59,24.532,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1469P0062_1426,TMS18F1469P0062,1426,18,,1,18,25,8,77,31.52,37.98,28.91,14.19,50.64,14.64,42.03,0.55,0.9,0.59,0.71,2,136.4,,,152,,,173,,,47.67,51.67,47.47,41,0,20.126,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1333p0013_1427,TMS18F1333p0013,1427,18,,1,18,24,9,53,20.98,20.71,34.25,21.31,27.61,9.46,27.97,0.5,0.83,0.52,0.62,1,100,55.4,1,116,56,1,125,58,2,48.5,48.5,39.7,43.63,74.51,19.338,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0057_1428,TMS18F1280P0057,1428,18,,1,18,23,8,27,20.4,9.85,31.4,17.51,13.13,4.12,27.2,0.33,0.85,0.57,0.65,4,124,39,2,141,40,3,156,42,3,46,49.13,40.67,41.5,79.35,23.958,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1309P0074_1429,TMS18F1309P0074,1429,18,,1,18,22,8,78,19.15,27.23,25.52,9.67,36.31,9.26,25.53,0.59,0.86,0.66,0.62,1,117,,,133,,,166,,,49,49.93,45.63,44.93,16.65,18.952,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0055_1430,TMS18F1395P0055,1430,18,,1,18,21,9,84,28.3,19.8,33.48,20.28,26.4,8.84,37.73,0.41,0.88,0.53,0.66,3,124,36.6,2,126,37,2,137,37,3,47.13,44.77,43.73,45.33,72.38,21.318,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0045_1431,TMS18F1447P0045,1431,18,,1,18,20,7,22,15.2,7.85,28.26,13.33,10.47,2.96,20.27,0.34,0.89,0.69,0.6,3,146.2,,,184,119,2,202,115,2,48.6,49.83,44.43,45.67,81.64,20.202,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0112_1432,TMS18F1076P0112,1432,18,,1,18,19,9,35,35.6,14.2,33.81,20.71,18.93,6.4,47.47,0.29,0.91,0.67,0.72,1,148,22.8,3,158,24.6,4,168,26,4,50.23,51.03,40.43,50.7,92.85,19.654,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1055P0044_1433,TMS18F1055P0044,1433,18,,1,18,18,8,33,36.02,13.35,32.4,18.83,17.8,5.77,48.03,0.27,0.87,0.53,0.65,5,181,45.4,2,203,40,3,205,39,4,49.9,47.37,41.7,41.27,76.44,22.014,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1506P0018_1434,TMS18F1506P0018,1434,18,,1,18,17,9,75,24.71,18.12,32.61,19.12,24.16,7.88,32.95,0.42,0.87,0.55,0.67,0,147.4,103.8,1,149,101,1,173,102,2,43.03,41.57,36.17,43.5,83.07,22.222,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1435,IITA-TMS-IBA980581,1435,18,1,1,18,16,9,61,27.25,18.4,24.99,8.97,24.53,6.13,36.33,0.4,0.86,0.5,0.65,3,140,,,152,114,1,166,117.6,1,40.8,43.93,39.53,38.6,76.3,24.146,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1295P0034_1436,TMS18F1295P0034,1436,18,,1,18,15,3,18,9.45,6.05,26.03,10.36,8.07,2.1,12.6,0.39,0.81,0.49,0.46,1,,,,,,,,,,46.13,44.77,44.07,41.77,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1302P0018_1437,TMS18F1302P0018,1437,18,,1,18,14,5,25,9.22,7.15,31.19,17.23,9.53,2.97,12.29,0.44,0.84,0.53,0.7,1,84.4,23.2,2,94,21,2,102,21,2,46.13,50.4,45.77,46.07,70.07,14.606,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1132P0083_1438,TMS18F1132P0083,1438,18,,1,18,13,5,48,25.66,14.4,27.82,12.74,19.2,5.34,34.21,0.36,0.89,0.38,0.57,0,89,,,113,30,3,123,31,3,47.87,50.97,46.07,40.17,83.74,20.6,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1476P0047_1439,TMS18F1476P0047,1439,18,,1,18,12,9,75,27.15,21.75,33.32,20.06,29,9.66,36.2,0.44,0.86,0.5,0.61,0,106,27.8,2,121,28,2,128,29,3,45.03,40.33,44.67,45.9,74.56,19.712,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1048P0023_1440,TMS18F1048P0023,1440,18,,1,18,11,5,28,21.95,7.75,26.47,10.94,10.33,2.74,29.27,0.26,0.88,0.6,0.66,4,102,63.8,1,142,66,1,157,64,1,49.03,52.47,45.17,39.37,70.5,23.868,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1391P0004_1441,TMS18F1391P0004,1441,18,,1,18,10,8,74,23.03,33.15,30.66,16.53,44.2,13.55,30.71,0.59,0.88,0.46,0.59,0,84,,,92,,,111,,,48.47,50.63,44.43,45.2,41.36,17.476,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0089_1442,TMS18F1324P0089,1442,18,,1,18,9,8,38,21.6,17.5,29.21,14.59,23.33,6.82,28.8,0.45,0.85,0.63,0.62,0,75.4,,,93.4,,,103,,,49.8,50.33,48.83,40.93,0,16.698,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1443,IITA-TMS-IBA000070,1443,18,1,1,18,8,9,67,29.52,40.1,26.73,11.29,53.47,14.29,39.36,0.58,0.89,0.61,0.54,1,88.2,55,1,100,50.4,1,113,54,2,52.63,51.67,49.23,48.83,74.86,19.522,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0038_1444,TMS18F1395P0038,1444,18,,1,18,7,2,16,9.85,12.3,30.75,16.65,16.4,5.04,13.13,0.56,0.87,0.69,0.61,0,,,,,,,,,,,,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1395P0010_1445,TMS18F1395P0010,1445,18,,1,18,6,9,87,40.26,45.4,24.26,8,60.53,14.69,53.68,0.53,0.87,0.56,0.67,2,133,,,159,,,164,,,42.9,43.83,41.43,35.27,0,20.954,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1138P0035_1446,TMS18F1138P0035,1446,18,,1,18,5,4,12,12.2,8.55,32.21,18.59,11.4,3.67,16.27,0.41,0.73,0.41,0.5,1,,,,,,,,,,43.77,45.43,36.5,41.37,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0149_1447,TMS18F1306P0149,1447,18,,1,18,4,6,15,25.85,5.45,,,7.27,,34.47,0.17,0.8,0.63,0.58,6,115,74.6,1,157,74,2,189,76,2,43.23,46.07,38.83,40.4,77.95,19.088,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0136_1448,TMS18F1280P0136,1448,18,,1,18,3,3,10,13.58,4.12,,,5.49,,18.11,0.23,0.81,0.57,0.6,1,,,,,,,,,,43.7,47.2,41.43,39.63,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1160P0004_1449,TMS13F1160P0004,1449,18,,1,18,2,4,19,27.25,11.07,30.5,16.31,14.76,4.5,36.33,0.29,0.87,0.57,0.6,2,,,,,,,,,,49.37,51.33,33.67,38.7,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-NR130124_1450,NR130124,1450,18,1,1,18,1,9,50,49.53,23.04,21.99,4.98,30.72,6.76,66.04,0.32,0.88,0.64,0.5,0,89,67.4,1,108,66,1,119,67,1,47.5,47.53,42.5,41.83,74.8,21.432,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1307P0016_1451,TMS13F1307P0016,1451,19,,1,19,1,4,28,16.75,11.43,29.95,15.58,15.24,4.56,22.33,0.41,0.76,0.56,0.61,1,75,,,98,52.4,2,108,61,3,45.3,48.77,47.13,45.3,77.24,19.824,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1020P0001_1452,TMS13F1020P0001,1452,19,,1,19,2,5,18,14.8,5.11,,,6.81,,19.73,0.26,0.9,0.71,0.59,3,71,34.4,1,90,33,2,101,33,3,46.4,45.47,39.87,37.97,68.98,21.046,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1343P0022_1453,TMS13F1343P0022,1453,19,,1,19,3,9,73,31.21,21.4,34.22,21.26,28.53,9.76,41.61,0.41,0.87,0.61,0.6,1,87.6,45,1,107,56,2,113,50,2,45.7,48.5,44.37,42.67,74.29,18.032,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1454,IITA-TMS-IBA000070,1454,19,1,1,19,4,7,61,22.45,24.43,27.57,12.41,32.57,8.98,29.93,0.52,0.9,0.74,0.58,1,81,63,1,100,67,1,112,66,1,50.23,51.8,46.03,45.83,73.59,17.464,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS13F1343P0044_1455,TMS13F1343P0044,1455,19,,1,19,5,8,50,23.6,23.34,31.07,17.07,31.12,9.67,31.47,0.5,0.87,0.6,0.54,0,82,,,91.6,,,102,,,46.67,48.63,47.33,42.7,0,16.26,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1334P0003_1456,TMS18F1334P0003,1456,19,,1,19,6,8,57,20.53,26,31.69,17.89,34.67,10.98,27.37,0.56,0.88,0.57,0.48,0,83,,,100,67,1,112,68,2,49.83,48,47.77,49.97,80.69,18.722,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0054_1457,TMS18F1318P0054,1457,19,,1,19,7,8,56,32.71,18.96,32,18.3,25.28,8.09,43.61,0.37,0.89,0.67,0.6,1,107,,,131.2,,,134,,,49.77,49.73,49.73,40.2,39.46,21.198,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0041_1458,TMS18F1323P0041,1458,19,,1,19,8,9,65,26.9,20.2,31.92,18.2,26.93,8.6,35.87,0.43,0.89,0.58,0.67,0,94,31.4,1,104,30.4,2,112,33,2,50.13,52.8,41.93,43.83,70.71,17.386,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1329P0011_1459,TMS18F1329P0011,1459,19,,1,19,9,6,35,21.76,16.73,30.68,16.55,22.31,6.84,29.01,0.43,0.88,0.73,0.57,2,81,,,109,,,124,,,48.57,49.67,43.27,44.17,50.66,17.112,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1225P0030_1460,TMS18F1225P0030,1460,19,,1,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1461,IITA-TMS-IBA30572,1461,19,1,1,19,11,6,45,35.48,23.25,26.41,10.86,31,8.19,47.31,0.4,0.87,0.64,0.55,2,97.4,44,1,123,46,2,139,45,2,46.63,48.77,44.6,38.87,86.89,22.338,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1152P0003_1462,TMS18F1152P0003,1462,19,,1,19,12,5,42,18.33,10.13,28.49,13.64,13.51,3.85,24.44,0.36,0.87,0.66,0.42,3,71,48.6,1,103,45,2,122,50,2,52.3,51.3,44.07,44.07,71.54,18.512,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0010_1463,TMS18F1038P0010,1463,19,,1,19,13,5,31,17.63,14.15,30.09,15.76,18.87,5.68,23.51,0.45,0.87,0.58,0.51,2,72,20,2,90,29,2,97,29,2,47.47,47.93,46.07,40,78.48,13.852,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1044P0013_1464,TMS18F1044P0013,1464,19,,1,19,14,6,22,23.54,14.03,30.51,16.32,18.71,5.71,31.39,0.37,0.84,0.56,0.56,5,97,49,1,127,54.4,2,142,59,2,44.97,44.33,42.37,32.77,73.03,21.65,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1047p0012_1465,TMS18F1047p0012,1465,19,,1,19,15,5,31,13.67,14.1,31.01,16.99,18.8,5.83,18.23,0.51,0.87,0.57,0.56,1,99,,,127,60,2,136,61,3,46.77,50.3,45.83,42.47,84.5,19.82,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1178P0010_1466,TMS18F1178P0010,1466,19,,1,19,16,9,68,30.93,33.15,32.05,18.37,44.2,14.16,41.24,0.52,0.9,0.55,0.66,0,143.4,51.2,2,146,48,2,149,46,3,48.63,48.53,47.63,38.23,85.11,19.668,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0046_1467,TMS18F1324P0046,1467,19,,1,19,17,7,36,24.35,16.42,25.69,9.91,21.89,5.63,32.47,0.4,0.87,0.49,0.35,0,125,80,1,134,70,2,133,74,2,48.03,45.93,41.23,41.17,86.79,20.024,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0092_1468,TMS18F1348P0092,1468,19,,1,19,18,9,62,29,28.24,31.82,18.07,37.65,11.98,38.67,0.49,0.89,0.68,0.44,0,94,41,2,101,39.4,2,104,44,2,48.83,49.27,42.4,43.87,79.98,21.588,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1327P0006_1469,TMS18F1327P0006,1469,19,,1,19,19,4,42,13.76,13.38,30.5,16.31,17.84,5.44,18.35,0.49,0.89,0.71,0.64,0,108,70,1,134,69,2,148,82,2,47.93,49,40.27,46.83,71.98,19.26,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0022_1470,TMS18F1365P0022,1470,19,,1,19,20,9,54,33.4,19.91,29.09,14.43,26.55,7.72,44.53,0.37,0.89,0.65,0.72,1,161.4,122.8,1,180,122,2,197,123,2,51.27,50.47,43.4,42.77,65.85,24.184,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1471,IITA-TMS-IBA980581,1471,19,1,1,19,21,8,27,26.54,14.7,25.1,9.12,19.6,4.92,35.39,0.36,0.86,0.7,0.58,5,133.4,,,149,119,1,167,122,1,43.03,44.07,36.83,36.5,86.68,24.528,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1150P0011_1472,TMS18F1150P0011,1472,19,,1,19,22,7,48,39.62,16.4,26.14,10.51,21.87,5.72,52.83,0.29,0.92,0.75,0.61,1,149.2,86.8,1,170,89,1,188,89,1,51.33,50.9,48.27,45.8,87.25,23.92,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1240P0026_1473,TMS18F1240P0026,1473,19,,1,19,23,8,46,32.43,28.6,32.58,19.08,38.13,12.42,43.24,0.47,0.88,0.62,0.6,0,146,49,2,154,41,3,168,42,3,49.93,48.7,46.3,44.5,71.41,19.15,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0118_1474,TMS18F1278P0118,1474,19,,1,19,24,7,35,19.16,16.76,32.7,19.24,22.35,7.31,25.55,0.47,0.88,0.32,0.54,0,139.6,36,2,149,35,3,159,36,3,46.3,29.93,44.93,50.3,84.32,20.096,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1313P0001_1475,TMS18F1313P0001,1475,19,,1,19,25,7,37,33.89,15.7,31.68,17.88,20.93,6.63,45.19,0.32,0.9,0.67,0.7,1,119.4,9.8,3,134,16,3,151,15,4,44.23,44.03,36.4,41.9,72.85,20.826,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0113_1476,TMS18F1348P0113,1476,20,,1,20,25,8,63,35.52,36.72,25.56,9.73,48.96,12.51,47.36,0.51,0.89,0.52,0.67,1,150,71.6,2,167,59.8,2,176,63,3,47.3,48.4,41.67,39.9,73.72,24.54,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1210P0021_1477,TMS18F1210P0021,1477,20,,1,20,24,8,47,33.41,28.1,35.62,23.12,37.47,13.34,44.55,0.46,0.87,0.54,0.69,0,138.4,38.6,2,147,30,3,171,36,3,45.67,47.8,43.3,43.2,87.3,22.672,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1307P0001_1478,TMS18F1307P0001,1478,20,,1,20,23,9,26,21.29,7.05,26.18,10.56,9.4,2.46,28.39,0.25,0.89,0.5,0.48,2,142,30,2,153,38,2,158,33,3,51.7,50.17,36.63,46.87,100.73,20.638,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1063P0008_1479,TMS18F1063P0008,1479,20,,1,20,22,9,82,42.89,34.12,32.65,19.17,45.49,14.85,57.19,0.44,0.88,0.61,0.65,0,151,,,172,114,2,196,115.6,2,52.83,52.77,47.9,50.23,80.94,23.01,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1040P0044_1480,TMS18F1040P0044,1480,20,,1,20,21,9,28,16.8,7.35,25.76,10,9.8,2.52,22.4,0.3,0.85,0.56,0.5,4,118,,,149,31,3,150,43,3,46.77,46.27,32.23,42.6,74.62,21.934,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1314P0042_1481,TMS18F1314P0042,1481,20,,1,20,20,9,75,31.44,31.4,31.14,17.17,41.87,13.04,41.92,0.5,0.89,0.47,0.66,0,111.8,59.4,1,124,61,3,146,60,3,48.73,51.53,48.03,50.8,83.46,23.08,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1261P0005_1482,TMS18F1261P0005,1482,20,,1,20,19,5,28,16.33,6.01,30.68,16.55,8.01,2.46,21.77,0.27,0.87,0.46,0.45,1,97.2,57.8,1,112,49,2,,,,47.53,47,35.77,40.53,95.06,23.512,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1024P0020_1483,TMS18F1024P0020,1483,20,,1,20,18,5,46,21.3,27.41,26.15,10.52,36.55,9.56,28.4,0.56,0.88,0.61,0.71,1,110,,,128,55,3,138,50,3,50.23,49.2,37.37,43.83,85.48,24.918,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1484,IITA-TMS-IBA982101,1484,20,1,1,20,17,2,15,10.84,10.4,26.19,10.56,13.87,3.63,14.45,0.49,0.87,0.69,0.69,0,,,,,,,,,,,,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1202p0001_1485,TMS18F1202p0001,1485,20,,1,20,16,7,62,21.7,21.06,31.9,18.17,28.08,8.96,28.93,0.49,0.87,0.5,0.57,0,131,43,1,151,50,2,160,46,3,46.63,41.73,44.2,40.93,79.55,23.196,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1262P0015_1486,TMS18F1262P0015,1486,20,,1,20,15,7,46,26.1,17.4,31.1,17.11,23.2,7.22,34.8,0.4,0.9,0.58,0.72,5,167.6,68.4,1,198,48,2,204,65,3,49.03,47.33,33.13,38.37,96.14,24.768,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1298P0017_1487,TMS18F1298P0017,1487,20,,1,20,14,9,68,35.75,25.73,33.57,20.39,34.31,11.52,47.67,0.42,0.89,0.52,0.56,0,122,49.6,1,148,46,3,155,49,3,49.23,51.33,48.4,50.8,83.46,21.624,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0159_1488,TMS18F1319P0159,1488,20,,1,20,13,3,25,16.43,7.94,27.31,12.07,10.59,2.89,21.91,0.33,0.89,0.53,0.53,2,102.8,59.8,1,126,59,2,,,,44.1,47.07,48.03,43,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1424P0020_1489,TMS18F1424P0020,1489,20,,1,20,12,8,70,36.69,34.25,25.65,9.85,45.67,11.71,48.92,0.48,0.88,0.68,0.6,0,93.6,,,129.4,,,151.4,,,48.97,52.77,50.6,46.37,0,22.438,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0165_1490,TMS18F1278P0165,1490,20,,1,20,11,3,20,10.5,7.12,32.06,18.38,9.49,3.04,14,0.4,0.88,0.67,0.57,3,59.4,,,80,48,2,,,,44.77,48.7,39.17,40.57,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0092_1491,TMS18F1324P0092,1491,20,,1,20,10,5,52,20.22,27.13,23.69,7.25,36.17,8.57,26.96,0.57,0.86,0.61,0.43,1,86,47,1,98,49,2,118,49,2,49.27,48.87,41.37,42.7,83.05,21.93,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0095_1492,TMS18F1348P0095,1492,20,,1,20,9,7,75,20.97,24.72,29.47,14.94,32.96,9.71,27.96,0.54,0.88,0.56,0.57,0,84.6,,,103,62,1,112,81,1,46.57,47.3,49.23,46.1,73.25,17.83,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1144P0010_1493,TMS18F1144P0010,1493,20,,1,20,8,6,57,22.13,30.24,31.08,17.09,40.32,12.53,29.51,0.58,0.86,0.51,0.59,0,85,,,97,,,102,,,50.43,47.4,50.43,49.2,0,18.152,3
