Genotypes,Replication,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
TMS18F1135P0025,1,0,,,3,15,4.93,,,,1,10.6,6.6,,131,8.80,1.93,14.13,0.38,21.96,41
TMS18F1217P0091,1,3,2,166,9,85,9.82,2,76.36,19.962,3,44.25,26.45,74,147,35.27,9.04,59.00,0.37,25.62,
TMS18F1016P0010,1,6,3,178,7,52,11.62,3,101.31,27.402,1,43.05,19.65,54,163,26.20,7.07,57.40,0.31,26.98,52
IITA-TMS-IBA982101,1,0,2,168.4,9,79,13.99,3,90.45,28.308,2,39.75,17.7,69,154,23.60,6.79,53.00,0.31,28.76,75.6
TMS18F1318P0018,1,1,2,164,9,88,17.46,3,85.66,20.024,3,40.25,20.5,81,154,27.33,8.57,53.67,0.34,31.37,72.6
TMS18F1153P0053,1,4,3,172,8,44,14.66,2,94.66,26.952,1,32.7,16.3,53,170,21.73,6.36,43.60,0.33,29.26,63
TMS18F1320P0082,1,0,2,129,8,25,12.81,3,72.13,23.586,2,26.3,11.9,50,120,15.87,4.42,35.07,0.31,27.88,49.6
TMS18F1317P0059,1,0,2,122,6,138,19.74,3,78.00,23.53,1,20.05,33.01,77,105,44.01,14.56,26.73,0.62,33.07,69.4
TMS18F1324P0107,1,0,,116,9,73,17.15,1,,16.912,2,25.75,27,,104,36.00,11.21,34.33,0.51,31.13,
TMS18F1120P0004,1,3,3,153,6,47,19.70,2,64.11,19.75,1,23.85,17.45,40.6,142.4,23.27,7.69,31.80,0.42,33.05,35.8
TMS18F1278P0183,1,1,,117,8,64,15.36,3,70.51,20.242,2,20.5,23.5,,107,31.33,9.33,27.33,0.53,29.78,
TMS18F1353P0022,1,1,2,155,7,36,16.67,3,75.02,22.49,1,30.85,16.38,80.6,136,21.84,6.72,41.13,0.35,30.77,84
TMS18F1047P0049,1,0,,,,,,,,,1,,,,,,,,,,
TMS18F1059P0015,1,2,2,152,7,68,17.77,3,81.07,24.658,2,38.43,22.7,64,137.6,30.27,9.56,51.24,0.37,31.59,59.6
TMS18F1268P0019,1,,,,,,,,,,,,,,,,,,,,
TMS18F1342P0003,1,2,,96,5,23,20.55,3,58.93,19.268,2,19.7,9.8,,84,13.07,4.40,26.27,0.33,33.68,
TMS18F1426P0001,1,0,,,2,12,14.34,,,,2,7.05,6.6,,,8.80,2.55,9.40,0.48,29.02,
TMS18F1003P0010,1,2,,,2,22,14.60,,,,2,12.1,11,,,14.67,4.29,16.13,0.48,29.22,
TMS18F1120P0006,1,,,,,,,,,13.434,3,,,,,,,,,,
TMS18F1505P0057,1,1,,84,6,35,7.01,1,,16.53,2,19.85,20.73,,75,27.64,6.50,26.47,0.51,23.52,
TMEB419,1,2,,132,6,8,10.70,1,,19.796,2,11.15,13.35,,109,17.80,4.68,14.87,0.54,26.29,
TMS18F1436P0049,1,2,2,125,3,63,14.77,3,65.51,18,2,17.4,13.7,72,115,18.27,5.36,23.20,0.44,29.34,74
TMS18F1330P0008,1,0,,,3,18,19.26,,,,2,9.8,10.05,,,13.40,4.38,13.07,0.51,32.71,
TMS18F1287P0039,1,0,2,144.4,4,42,16.55,2,69.12,20.388,1,30.65,15.08,74.4,121,20.11,6.17,40.87,0.33,30.68,
TMS18F1262P0008,1,0,2,113,6,46,14.18,3,67.42,19.308,2,25.35,11.95,78,104,15.93,4.60,33.80,0.32,28.90,70.4
TMS18F1348P0156,1,0,2,140,8,68,18.98,3,77.01,23.83,1,29.25,26.65,78,131,35.53,11.55,39.00,0.48,32.50,
TMS18F1485P0022,1,0,3,133,5,56,12.90,3,82.63,22.864,2,33.2,23.2,44.4,126,30.93,8.64,44.27,0.41,27.94,47
TMS18F1343P0171,1,2,3,129,6,36,8.31,2,77.45,18.01,1,18.75,14.2,45.6,118.4,18.93,4.64,25.00,0.43,24.50,35.4
TMS18F1349P0065,1,0,,103,6,40,13.52,2,68.58,20.01,2,16.75,25.43,,90,33.91,9.63,22.33,0.60,28.41,
IITA-TMS-IBA982101,1,0,2,132,7,68,13.46,3,87.46,24.04,2,42.75,18.96,64,110,25.28,7.17,57.00,0.31,28.36,64
TMS18F1333P0012,1,1,,114,7,42,18.71,2,58.19,19.904,2,24.2,18.1,,105,24.13,7.80,32.27,0.43,32.30,
TMS18F1056P0066,1,5,2,185,5,40,17.37,3,67.54,21.188,3,41.1,14.72,74,167,19.63,6.14,54.80,0.26,31.30,75.4
TMS18F1295P0030,1,0,3,153,5,57,18.31,3,79.47,20.756,2,25.53,20.95,61,139,27.93,8.94,34.04,0.45,32.00,59.6
TMS18F1313P0013,1,0,3,151,8,68,19.36,2,88.79,22.84,2,29.3,25.15,48.4,135,33.53,11.00,39.07,0.46,32.79,50.4
IITA-TMS-IBA980581,1,1,,132,6,58,6.58,3,81.42,23.154,2,24.5,16.6,,121,22.13,5.13,32.67,0.40,23.19,
TMS18F1007P0004,1,0,2,109,3,15,16.13,,,,1,12.45,10,45,100,13.33,4.05,16.60,0.45,30.36,45
TMS18F1138P0028,1,2,,121,5,34,15.20,3,77.33,19.356,3,31.5,18,,95,24.00,7.12,42.00,0.36,29.67,
TMS18F1121P0029,1,3,,,3,22,11.05,,,,1,11.5,8.15,,,10.87,2.89,15.33,0.41,26.55,
TMS18F1345P0001,1,0,,159,8,54,18.04,3,77.77,19.732,2,21.45,29.15,,139,38.87,12.36,28.60,0.58,31.80,
TMS18F1096P0013,1,0,3,181,9,42,21.53,3,88.90,24.402,1,42.32,25.5,45.6,171,34.00,11.70,56.43,0.38,34.42,46.6
TMS18F1343P0064,1,0,3,153,8,79,20.74,3,74.37,16.81,2,27.6,22,63,136,29.33,9.92,36.80,0.44,33.82,62
TMS18F1344P0100,1,0,2,122,8,36,14.58,3,74.64,17.184,1,17.4,17.85,50.6,109.4,23.80,6.95,23.20,0.51,29.20,47.2
TMS18F1040P0054,1,0,2,113,7,68,14.17,3,82.84,22.278,2,28.8,25.6,58,101,34.13,9.86,38.40,0.47,28.89,60.4
TMS18F1364P0018,1,0,2,157,6,55,19.04,,,,2,21.93,25.3,55.4,143,33.73,10.98,29.24,0.54,32.55,50
IITA-TMS-IBA30572,1,0,3,147,5,32,12.13,3,99.29,23.096,2,26.9,18.5,56,140,24.67,6.75,35.87,0.41,27.36,54.6
TMS18F1320P0087,1,0,2,136,8,73,15.48,3,72.15,20.186,2,18.45,19.99,72.6,131,26.65,7.96,24.60,0.52,29.88,67
TMS18F1372P0024,1,0,2,134,6,32,12.52,3,75.99,20.746,3,29.95,20.8,72,126,27.73,7.67,39.93,0.41,27.66,68
TMS18F1207P0008,1,2,2,129,8,42,18.35,2,72.02,22.32,2,33.65,20.54,43,119,27.39,8.77,44.87,0.38,32.03,43.4
TMS18F1065P0037,1,0,,139,8,46,17.68,1,,17.67,2,17.15,18.35,,122,24.47,7.71,22.87,0.52,31.53,
TMS18F1259P0131,1,5,4,186.6,5,19,,2,67.05,20.486,1,22.15,4.89,20,183,6.52,,29.53,0.18,,19.4
TMS18F1142P0017,1,0,3,153,8,42,19.39,2,82.62,20.844,2,23.65,15.31,37,154,20.41,6.70,31.53,0.39,32.81,37.4
TMS18F1051P0059,1,0,1,168,7,48,19.75,3,91.65,24.744,1,21.9,18.4,110,153,24.53,8.12,29.20,0.46,33.08,102.4
TMS18F1369P0015,1,0,3,175,9,57,18.23,3,87.24,21.31,1,32.3,25.43,61,167,33.91,10.83,43.07,0.44,31.95,60
TMS18F1205P0010,1,0,3,172,9,56,19.76,2,97.31,22.496,2,43.4,21.95,56,169,29.27,9.69,57.87,0.34,33.09,55
TMS18F1520P0050,1,1,3,161,7,33,14.52,2,100.58,21.806,2,27.05,17.95,44,132,23.93,6.98,36.07,0.40,29.15,42.4
TMS18F1258P0062,1,4,3,143.4,5,16,7.80,2,84.62,21.612,1,20.25,5.6,20,134,7.47,1.80,27.00,0.22,24.11,24.4
TMS18F1353P0023,1,3,3,156,8,75,17.79,2,117.05,22.82,2,46.5,26.15,52,142,34.87,11.02,62.00,0.36,31.61,55
TMS18F1208P0005,1,,,,,,,,,10.066,2,,,,,,,,,,
IITA-TMS-IBA000070,1,0,2,131,9,63,9.91,3,74.31,17.806,2,27.94,30.72,48,122.4,40.96,10.52,37.25,0.52,25.69,49.4
TMS18F1328P0032,1,3,,125.4,6,13,14.94,1,,15.284,3,16.46,8.51,,109,11.35,3.34,21.95,0.34,29.47,
TMS18F1305P0040,1,1,2,135,7,41,19.27,3,78.82,24.556,2,30.3,19.7,77,129,26.27,8.59,40.40,0.39,32.72,
TMS18F1314P0007,1,0,3,148,6,45,15.50,3,76.07,25.224,2,34.95,15.15,46,141,20.20,6.04,46.60,0.30,29.89,47
TMEB419,1,1,,179,7,48,16.28,1,,22.184,2,28.58,15.7,,147,20.93,6.38,38.11,0.35,30.48,
TMS18F1296P0042,1,4,,,6,12,8.39,,,,2,22.55,5.05,,101,6.73,1.65,30.07,0.18,24.55,
TMS18F1343P0012,1,0,1,103,6,56,15.57,3,63.91,18.326,2,18.3,24.95,78,96,33.27,9.96,24.40,0.58,29.94,76
TMS18F1217P0114,1,,,,,,,,,13.118,1,,,,,,,,,,
TMS18F1388P0012,1,0,,,5,18,10.84,,,,1,21.15,6.9,,,9.20,2.43,28.20,0.25,26.39,
TMS18F1076P0114,1,0,,,1,7,,,,,1,6.52,3.8,,,5.07,,8.69,0.37,,
TMS18F1328P0027,1,0,,,4,20,13.57,,,,1,13.72,12.65,,98,16.87,4.80,18.29,0.48,28.45,
TMS18F1317P0048,1,1,3,121,5,21,21.15,2,81.62,19.822,2,33.84,8.85,26,96,11.80,4.03,45.12,0.21,34.14,28
TMS18F1278P0098,1,0,2,126,9,36,18.48,2,84.05,21.362,2,28.25,19.25,79,105,25.67,8.25,37.67,0.41,32.13,76
TMS18F1134P0010,1,0,3,127,7,63,13.18,3,71.27,17.288,2,48.4,20.9,28,118,27.87,7.85,64.53,0.30,28.15,41
TMS18F1409P0008,1,1,2,111,4,28,15.29,2,66.15,22.734,2,18.2,11.65,48,101,15.53,4.62,24.27,0.39,29.73,46
TMS18F1278P0068,1,0,,147,5,18,17.57,2,34.05,24.732,2,20.45,10.95,,125,14.60,4.59,27.27,0.35,31.45,
TMS18F1175P0016,1,,,,,,,,,,3,,,,,,,,,,
TMS18F1345P0056,1,0,2,121,6,40,14.87,3,83.96,20.14,2,28.7,19.75,51,103,26.33,7.75,38.27,0.41,29.42,47
TMS18F1489P0038,1,0,3,91,5,15,11.44,3,78.57,20.472,1,20.79,10.35,32,90,13.80,3.70,27.72,0.33,26.84,31
IITA-TMS-IBA982101,1,0,1,116,5,45,13.03,3,78.32,21.562,2,36.85,22.02,65,101,29.36,8.23,49.13,0.37,28.04,54
TMS18F1350P0056,1,,,,,,,,,,,,,,,,,,,,
TMS18F1366P0014,1,0,2,102,5,28,13.92,3,85.23,20.914,1,26.4,12.7,56,92,16.93,4.86,35.20,0.32,28.71,55.4
TMS18F1028P0003,1,1,1,148,9,59,17.32,3,76.99,21.358,2,33.05,22.94,87,123,30.59,9.56,44.07,0.41,31.26,
TMS18F1348P0157,1,0,1,114,9,94,23.05,3,73.32,17.808,2,19.7,22.9,86.8,104,30.53,10.86,26.27,0.54,35.56,
TMS18F1349P0157,1,3,2,144,9,61,14.58,3,78.22,24.504,2,22.5,22.05,89,132,29.40,8.58,30.00,0.49,29.20,84
TMS18F1562P0055,1,2,2,106,5,28,11.93,2,75.77,16.784,2,16.4,10.1,43,102,13.47,3.66,21.87,0.38,27.21,42.6
TMS18F1306P0114,1,2,3,108,6,40,12.75,2,104.08,20.814,2,29.7,19.4,29,89,25.87,7.20,39.60,0.40,27.83,30
TMS18F1335P0035,1,1,2,151,5,30,7.13,3,71.42,24.798,1,28.5,13.56,71,127,18.08,4.27,38.00,0.32,23.61,63
TMS18F1295P0023,1,0,,,3,12,15.15,,,,4,25.3,7.2,,,9.60,2.84,33.73,0.22,29.63,
TMS18F1224P0014,1,1,3,144,6,29,15.01,3,85.41,24.428,2,28.1,14.8,39,119,19.73,5.83,37.47,0.34,29.53,40
TMS18F1317P0123,1,1,2,176,7,62,14.69,3,72.52,22,2,37.29,18,79,159,24.00,7.03,49.72,0.33,29.28,74
TMS18F1353p0017,1,0,,127,7,28,19.23,3,94.52,22.52,1,21.15,15.1,,110,20.13,6.58,28.20,0.42,32.69,
TMS18F1373P0028,1,0,3,162,8,68,11.73,3,95.20,22.16,2,37.85,33.25,60,143,44.33,12.00,50.47,0.47,27.06,49.6
TMS18F1348P0131,1,1,,,4,18,14.65,,,,1,13.34,4.52,,151,6.03,1.76,17.79,0.25,29.25,61
TMS18F1189P0013,1,0,3,145,7,56,9.01,3,96.97,21.836,2,27.77,22.7,54,132,30.27,7.57,37.03,0.45,25.02,56
